tendencia_ingresos,antiguedad_cliente,cant_creditosvigentes,capital_prestado,creditos_sectorCooperativo,creditos_sectorFinanciero,creditos_sectorReal,cuota_pactada,edad_cliente,en_mora,huella_consulta,intereses,promedio_ingresos_datacredito,puntaje_datacredito,salario_cliente,saldo_principal,saldo_total,total_otros_prestamos,tipo_credito_6,tipo_credito_7,tipo_credito_9,tipo_credito_10,tipo_laboral_Independiente,pago_atiempo
1.0,0.125,0.23684210526315788,0.0379746835443038,0.0,0.12903225806451613,0.125,0.08730701954521256,0.7959183673469388,0.0,0.1724137931034483,0.0031348571481619133,0.5819144126595214,0.6432584269662922,0.0005454545454545455,0.01653720310836096,0.0041858334118441785,0.002,0.0,0.0,0.0,0.0,0.0,1
0.6666666666666666,0.75,0.23684210526315788,0.12366223628691982,0.07692307692307693,0.0967741935483871,0.0,0.15398361388106743,0.5306122448979591,0.0,0.6896551724137931,0.0031348571481619133,0.03144817777649781,0.696629213483146,0.0001818181818181818,0.0016201285137212838,0.0004100807143613863,0.0013333333333333333,0.0,0.0,1.0,0.0,0.0,1
1.0,0.5,0.10526315789473684,0.2151898734177215,0.0,0.06451612903225806,0.0,0.22134649250438207,0.7959183673469388,0.0,0.20689655172413793,0.0031348571481619133,0.03183717558377276,0.6853932584269664,0.0004090909090909091,0.003372307540238726,0.0008535855479581382,0.003,0.0,0.0,0.0,0.0,1.0,1
1.0,0.625,0.13157894736842105,0.06549168776371309,0.0,0.0967741935483871,0.0,0.25770225462832036,0.9591836734693877,0.0,0.06896551724137931,0.0031348571481619133,0.07111006606074437,0.800561797752809,9.09090909090909e-05,0.0012085324709122066,0.00030589910294355076,0.001,0.0,0.0,1.0,0.0,0.0,1
0.0,1.0,0.13157894736842105,0.04219409282700422,0.0,0.0,0.08333333333333333,0.04484027609849887,0.693877551020408,0.0,0.10344827586206896,0.0031348571481619133,0.04127959717577484,0.6699438202247192,0.0001818181818181818,0.0026271102019446175,0.0006649640563667474,0.00019999999999999998,0.0,0.0,0.0,0.0,1.0,0
1.0,0.375,0.10526315789473684,0.12329324894514766,0.0,0.06451612903225806,0.08333333333333333,0.04646194719846185,0.9387755102040816,0.0,0.10344827586206896,0.0031348571481619133,0.04045476813594971,0.7191011235955056,6.818181818181818e-05,0.003807842564899738,0.0009638265026291686,0.0003333333333333333,0.0,0.0,0.0,0.0,0.0,1
1.0,0.75,0.10526315789473684,0.06582278481012657,0.23076923076923078,0.03225806451612903,0.0,0.06918355850471086,0.7142857142857142,0.0,0.06896551724137931,0.0031348571481619133,0.14284945843703117,0.7893258426966292,0.0001590909090909091,0.015093141945034553,0.0038203181897966134,0.0006666666666666666,0.0,0.0,0.0,0.0,0.0,1
0.0,0.125,0.02631578947368421,0.016877637130801683,0.0,0.03225806451612903,0.0,0.04580890694085249,0.8775510204081631,0.0,0.034482758620689655,0.0031348571481619133,0.04127959717577484,0.747191011235955,6.818181818181818e-05,0.00032124569194854816,8.13124772041643e-05,6.666666666666667e-05,0.0,0.0,0.0,0.0,1.0,1
0.0,0.25,0.10526315789473684,0.12477426160337553,0.0,0.06451612903225806,0.041666666666666664,0.19150792642413098,0.3469387755102041,0.0,0.034482758620689655,0.0031348571481619133,0.04127959717577484,0.7823033707865168,0.0001409090909090909,0.0013081495244250977,0.0003311137893842652,0.0005333333333333334,0.0,0.0,0.0,0.0,0.0,1
0.6666666666666666,0.75,0.18421052631578946,0.02960337552742616,0.0,0.0967741935483871,0.08333333333333333,0.031681560447437314,0.510204081632653,0.0,0.13793103448275862,0.0031348571481619133,0.016248221723073365,0.7317415730337078,0.00022727272727272727,0.15102485870209018,0.038226832882922154,0.0010666666666666667,0.0,0.0,1.0,0.0,1.0,1
0.3333333333333333,0.25,0.02631578947368421,0.03345991561181434,0.0,0.0,0.041666666666666664,0.07888352885832259,0.6326530612244896,0.0,0.10344827586206896,0.0031348571481619133,0.04300218801747603,0.7176966292134832,0.00017272727272727272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.10526315789473684,0.07663502109704641,0.07692307692307693,0.0967741935483871,0.0,0.03945884184175568,0.08163265306122452,0.0,0.13793103448275862,0.0031348571481619133,0.05623593634295608,0.646067415730337,6.116818181818182e-05,0.014903946765882163,0.003772429831827815,0.0002666666666666667,0.0,0.0,0.0,0.0,0.0,1
0.0,0.625,0.21052631578947367,0.03966890295358649,0.0,0.16129032258064516,0.08333333333333333,0.04666733154726367,0.6530612244897958,0.0,0.24137931034482757,0.0031348571481619133,0.04127959717577484,0.7556179775280898,0.00012222727272727274,0.1679775189793654,0.0425178252196121,0.0010593333333333334,0.0,0.0,1.0,0.0,1.0,0
0.0,0.625,0.05263157894736842,0.03712658227848101,0.0,0.0,0.041666666666666664,0.0849298437120739,0.14285714285714285,0.0,0.06896551724137931,0.0031348571481619133,0.04127959717577484,0.7008426966292134,8.181818181818182e-05,0.0006610247892018203,0.000167316058862415,0.0,0.0,0.0,0.0,0.0,0.0,1
0.0,0.75,0.07894736842105263,0.049046413502109705,0.0,0.06451612903225806,0.041666666666666664,0.10770883512464006,0.5510204081632653,0.0,0.06896551724137931,0.004610693618313412,0.04127959717577484,0.6867977528089888,0.00011818181818181818,0.03156470590960795,0.00932572019203818,0.0005333333333333334,0.0,0.0,0.0,0.0,0.0,1
1.0,0.5,0.18421052631578946,0.09319839662447256,0.0,0.0967741935483871,0.041666666666666664,0.04935235620477047,0.6326530612244896,0.0,0.5172413793103449,0.0031348571481619133,0.058844658512850784,0.6811797752808988,0.0001681818181818182,0.004124454905522106,0.0010439662037198113,0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,1
0.3333333333333333,0.875,0.3421052631578947,0.10551059071729955,0.0,0.22580645161290322,0.08333333333333333,0.09537803243615438,0.2653061224489796,0.0,0.24137931034482757,0.011256923245816907,0.029235134013344512,0.7092696629213484,0.0003181818181818182,0.08112303169443975,0.027887052278058964,0.002,0.0,0.0,0.0,0.0,1.0,1
0.0,1.0,0.3421052631578947,0.17794514767932487,0.07692307692307693,0.16129032258064516,0.16666666666666666,0.09700015893378654,0.6530612244897958,0.0,0.27586206896551724,0.006907350781782055,0.04127959717577484,0.6432584269662922,0.0001590909090909091,0.012212741870592042,0.006506757340503426,0.0003333333333333333,0.0,0.0,0.0,1.0,1.0,1
1.0,0.25,0.0,0.02167371308016877,0.0,0.0,0.0,0.026947701676273278,0.040816326530612235,0.0,0.06896551724137931,0.0,0.04174595840174169,0.5603932584269662,9.09090909090909e-05,0.011213096321968496,0.0,0.0005333333333333334,0.0,0.0,1.0,0.0,0.0,1
0.0,0.0,0.2894736842105263,0.0162737552742616,0.0,0.0967741935483871,0.08333333333333333,0.04555934901813985,0.22448979591836732,0.0,0.1724137931034483,0.0031348571481619133,0.04127959717577484,0.5842696629213482,8.636363636363636e-05,0.007617229580241537,0.0019280439306295111,0.00019999999999999998,0.0,0.0,0.0,0.0,1.0,1
1.0,0.625,0.21052631578947367,0.048776371308016875,0.0,0.0967741935483871,0.125,0.05168490306632913,0.6734693877551019,0.0,0.06896551724137931,0.0034612855774874057,0.04378104899465112,0.7640449438202248,6.818181818181818e-05,0.019251574760281987,0.005168424332289693,0.00046666666666666666,0.0,0.0,0.0,0.0,0.0,1
1.0,0.875,0.07894736842105263,0.03331645569620253,0.0,0.0,0.125,0.04404788415411932,0.24489795918367346,0.0,0.10344827586206896,0.0031348571481619133,0.04216212859544757,0.6769662921348314,5.4545454545454546e-05,0.0028209387324231888,0.0007140251904490677,0.0003333333333333333,0.0,0.0,0.0,0.0,0.0,1
1.0,0.5,0.13157894736842105,0.029535864978902954,0.0,0.06451612903225806,0.125,0.03971431993416771,0.7755102040816326,0.0,0.27586206896551724,0.0031348571481619133,0.03197587590533805,0.6980337078651686,0.00011818181818181818,0.008706839367115098,0.002203841779992674,0.0009333333333333333,0.0,0.0,0.0,0.0,1.0,1
0.0,0.875,0.10526315789473684,0.00983502109704641,0.07692307692307693,0.03225806451612903,0.041666666666666664,0.032334145307377486,0.8367346938775508,0.0,0.06896551724137931,0.00794168848343446,0.04127959717577484,0.8356741573033708,0.00017272727272727272,0.0015313226133028151,0.0047395792001119616,0.0002666666666666667,0.0,0.0,0.0,0.0,1.0,1
1.0,0.125,0.02631578947368421,0.009282700421940926,0.0,0.03225806451612903,0.0,0.0316542365872863,0.6734693877551019,0.0,0.0,0.0031348571481619133,0.03329517314919617,0.7752808988764046,0.0001590909090909091,0.033195645576423655,0.008402354465325506,0.0016666666666666666,0.0,0.0,0.0,0.0,0.0,1
1.0,0.375,0.15789473684210525,0.09254852320675105,0.0,0.0967741935483871,0.08333333333333333,0.09632389339504882,0.9183673469387754,0.0,0.13793103448275862,0.0031348571481619133,0.10503366554835276,0.7724719101123596,0.00014545454545454546,0.010967142589070387,0.0027759610607056284,0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,1
1.0,0.375,0.10526315789473684,0.014767932489451475,0.07692307692307693,0.03225806451612903,0.041666666666666664,0.029848584828973124,0.163265306122449,0.0,0.10344827586206896,0.0031348571481619133,0.016248221723073365,0.6151685393258428,0.00011363636363636364,0.011412716541604792,0.002888743030289289,0.0006,0.0,0.0,0.0,0.0,1.0,1
1.0,0.25,0.23684210526315788,0.1526050632911392,0.0,0.1935483870967742,0.041666666666666664,0.17130284263779083,0.7551020408163265,0.0,0.24137931034482757,0.026417494404893663,0.06426757455436508,0.7907303370786516,0.0008181818181818182,0.0,0.021079477864437247,0.008333333333333333,0.0,0.0,1.0,0.0,1.0,1
0.6666666666666666,1.0,0.05263157894736842,0.04218987341772152,0.0,0.0,0.08333333333333333,0.0448589474029354,0.8775510204081631,0.0,0.06896551724137931,0.0031348571481619133,0.03144817777649781,0.7401685393258428,0.00011363636363636364,0.0007907586263348878,0.0002001537900410198,0.0003,0.0,0.0,0.0,0.0,0.0,1
0.0,0.875,0.3157894736842105,0.0025316455696202528,0.0,0.16129032258064516,0.20833333333333331,0.018342507319379038,0.3469387755102041,0.0,0.20689655172413793,0.005453535277100927,0.04127959717577484,0.6179775280898876,8.181818181818182e-05,0.010631224617922267,0.004790204035678977,0.00019999999999999998,0.0,0.0,0.0,0.0,0.0,0
0.0,0.875,0.2894736842105263,0.04154008438818565,0.0,0.06451612903225806,0.25,0.05387718744577921,0.5714285714285714,0.0,0.1724137931034483,0.0031348571481619133,0.04127959717577484,0.6502808988764046,0.00013636363636363637,0.0031753901088760338,0.0008037425631334702,0.0007333333333333333,0.0,0.0,0.0,0.0,1.0,0
1.0,0.0,0.10526315789473684,0.021737130801687765,0.0,0.06451612903225806,0.0,0.0309383514513296,0.22448979591836732,0.0,0.06896551724137931,0.0031348571481619133,0.1979545735158953,0.7485955056179776,0.00013636363636363637,0.010028116720297709,0.0025382784350319173,0.001,0.0,0.0,1.0,0.0,0.0,1
1.0,0.625,0.23684210526315788,0.04936286919831223,0.0,0.12903225806451613,0.08333333333333333,0.10848437735525981,0.7346938775510203,0.0,0.20689655172413793,0.0031348571481619133,0.11112612996022828,0.5969101123595506,0.00020681818181818182,0.029317530516410173,0.007420740858307927,0.0013333333333333333,0.0,0.0,0.0,0.0,0.0,1
0.6666666666666666,1.0,0.18421052631578946,0.032489451476793246,0.0,0.0967741935483871,0.041666666666666664,0.034996855479094285,0.8979591836734693,0.0,0.1724137931034483,0.0031348571481619133,0.03144817777649781,0.7205056179775282,5.4545454545454546e-05,0.006374719199604003,0.0016135444695201352,0.0003333333333333333,0.0,0.0,0.0,0.0,1.0,1
1.0,0.125,0.21052631578947367,0.04050210970464135,0.0,0.12903225806451613,0.041666666666666664,0.043684021416441586,0.5714285714285714,0.0,0.10344827586206896,0.0031348571481619133,0.29909092271643695,0.7457865168539326,0.0004090909090909091,0.1428709325932327,0.03616294238580972,0.003333333333333333,0.0,0.0,0.0,0.0,0.0,1
0.6666666666666666,0.875,0.10526315789473684,0.015611814345991558,0.0,0.06451612903225806,0.041666666666666664,0.030621850071246966,0.08163265306122452,0.0,0.3103448275862069,0.0031348571481619133,0.03144817777649781,0.6348314606741574,6.818181818181818e-05,0.002335981293616246,0.0005912746239004735,0.0003333333333333333,0.0,0.0,0.0,0.0,0.0,0
0.3333333333333333,0.375,0.13157894736842105,0.20842194092827002,0.0,0.12903225806451613,0.0,0.18793760869773118,0.22448979591836732,0.0,0.1724137931034483,0.0031348571481619133,0.057690853217433814,0.6530898876404494,0.00027272727272727274,0.00866900033128462,0.0021942641083989144,0.0006666666666666666,0.0,0.0,1.0,0.0,0.0,0
0.0,0.625,0.15789473684210525,0.008438818565400843,0.0,0.0967741935483871,0.08333333333333333,0.029743843365060883,0.24489795918367346,0.0,0.24137931034482757,0.0031348571481619133,0.04127959717577484,0.7106741573033708,0.00013636363636363637,0.003694325457408304,0.0009350934878478894,0.0003333333333333333,0.0,0.0,0.0,0.0,1.0,0
0.0,1.0,0.10526315789473684,0.0559915611814346,0.0,0.03225806451612903,0.041666666666666664,0.03825750279044922,0.22448979591836732,0.0,0.1724137931034483,0.0031348571481619133,0.04127959717577484,0.7064606741573034,0.00010909090909090909,0.0459203727685587,0.011623188598426995,0.00046666666666666666,0.0,0.0,0.0,0.0,0.0,1
1.0,0.75,0.10526315789473684,0.10943037974683544,0.0,0.06451612903225806,0.041666666666666664,0.13541705090845005,0.5510204081632653,0.0,0.034482758620689655,0.0031348571481619133,0.031735997385635664,0.7682584269662922,0.0003181818181818182,0.002057980214045387,0.0005209080570891775,0.002,0.0,0.0,0.0,0.0,1.0,1
0.6666666666666666,0.75,0.13157894736842105,0.09228578059071729,0.0,0.0967741935483871,0.041666666666666664,0.10437577958388493,0.7346938775510203,0.0,0.27586206896551724,0.0031348571481619133,0.08010512979002875,0.726123595505618,0.0001590909090909091,0.04484620748610574,0.011351300002775571,0.0,0.0,0.0,1.0,0.0,0.0,1
1.0,0.875,0.05263157894736842,0.06644725738396624,0.0,0.03225806451612903,0.0,0.060244102258635815,0.1224489795918367,0.0,0.06896551724137931,0.0031348571481619133,0.0440515613512852,0.6713483146067416,6.818181818181818e-05,0.006704459368983883,0.0016970070362657557,0.00013333333333333334,0.0,0.0,0.0,0.0,0.0,1
1.0,0.0,0.13157894736842105,0.07426160337552742,0.0,0.0967741935483871,0.041666666666666664,0.08027385794234028,0.1224489795918367,0.0,0.20689655172413793,0.0031348571481619133,0.01549113326954803,0.6713483146067416,6.780790909090909e-05,0.010562496573250582,0.002673538613458075,0.000308,0.0,0.0,0.0,0.0,1.0,1
1.0,0.625,0.13157894736842105,0.10928270042194092,0.0,0.0967741935483871,0.041666666666666664,0.22382795440376377,0.9183673469387754,0.0,0.5862068965517241,0.007367632138476467,0.06229638233769959,0.7865168539325842,0.0006818181818181819,0.09957458112573449,0.029036177406624543,0.004,0.0,0.0,0.0,0.0,1.0,1
1.0,0.5,0.13157894736842105,0.043755274261603375,0.0,0.12903225806451613,0.0,0.1829929008057351,0.857142857142857,0.0,0.06896551724137931,0.0031348571481619133,0.03202385160927853,0.7696629213483146,0.0001818181818181818,0.014906263441545255,0.0037730162198845755,0.0013333333333333333,0.0,0.0,1.0,0.0,1.0,1
1.0,0.125,0.13157894736842105,0.025316455696202528,0.0,0.06451612903225806,0.041666666666666664,0.06302885900569384,0.6734693877551019,0.0,0.24137931034482757,0.0031348571481619133,0.03317523388934497,0.7387640449438202,4.545454545454545e-05,0.009764787919926422,0.002471625659246773,0.00041466666666666664,0.0,0.0,0.0,0.0,0.0,1
1.0,0.5,0.23684210526315788,0.041514219409282696,0.3076923076923077,0.0967741935483871,0.0,0.062240565640336934,0.5918367346938775,0.0,0.06896551724137931,0.01375565515124895,0.03223974227701067,0.8342696629213484,0.00013636363636363637,0.07138681610769144,0.027684943861162072,0.001,0.0,0.0,1.0,0.0,1.0,1
0.0,0.625,0.10526315789473684,0.065084388185654,0.0,0.06451612903225806,0.041666666666666664,0.13915404418177107,0.22448979591836732,0.0,0.3448275862068966,0.0031348571481619133,0.04127959717577484,0.7106741573033708,0.00045454545454545455,0.07080764719191882,0.017922560029522683,0.004,0.0,0.0,0.0,0.0,0.0,0
0.0,0.875,0.13157894736842105,0.019679156118143457,0.0,0.0,0.16666666666666666,0.024618342598398908,0.32653061224489793,0.0,0.0,0.0031348571481619133,0.04127959717577484,0.853932584269663,6.818181818181818e-05,0.0026170712740712257,0.0006624230414541174,0.0005333333333333334,0.0,0.0,1.0,0.0,0.0,1
0.0,0.5,0.07894736842105263,0.014721518987341769,0.0,0.0967741935483871,0.0,0.041812792393765966,0.7142857142857142,0.0,0.10344827586206896,0.009827503516607857,0.04127959717577484,0.7556179775280898,0.00022727272727272727,0.011137804362918054,0.008878501567415277,0.0015333333333333332,0.0,0.0,0.0,0.0,1.0,1
1.0,1.0,0.02631578947368421,0.049367088607594936,0.0,0.03225806451612903,0.0,0.08012630909752477,0.28571428571428575,0.0,0.1724137931034483,0.0031348571481619133,0.03852712096658374,0.696629213483146,7.727272727272727e-05,0.00640638043366624,0.0016215584396291995,0.00046666666666666666,0.0,0.0,0.0,0.0,0.0,1
0.0,0.5,0.15789473684210525,0.058227848101265814,0.0,0.0967741935483871,0.0,0.06187852449333593,0.5714285714285714,0.0,0.13793103448275862,0.0031348571481619133,0.04127959717577484,0.6390449438202248,0.00024545454545454545,0.031298288208352544,0.007922102646838411,0.0002666666666666667,0.0,0.0,0.0,0.0,0.0,1
1.0,0.875,0.02631578947368421,0.03331645569620253,0.0,0.03225806451612903,0.0,0.03572867953347241,0.163265306122449,0.0,0.20689655172413793,0.0031348571481619133,0.0,0.6502808988764046,7.272727272727273e-05,0.0002115897105622649,5.3556775850819754e-05,0.0002666666666666667,0.0,0.0,0.0,0.0,0.0,1
1.0,1.0,0.3157894736842105,0.04113924050632911,0.0,0.03225806451612903,0.41666666666666663,0.04369722794884791,0.8367346938775508,0.0,0.10344827586206896,0.0031348571481619133,0.03135953002917345,0.6235955056179776,9.09090909090909e-05,0.003410918801290234,0.0008633586822374849,0.003333333333333333,0.0,0.0,0.0,0.0,0.0,1
0.3333333333333333,0.5,0.3421052631578947,0.02109704641350211,0.0,0.25806451612903225,0.041666666666666664,0.05402655788127145,0.3673469387755102,0.0,0.0,0.0031348571481619133,0.513666343101812,0.675561797752809,0.0003636363636363636,0.12602406717123862,0.031898728437045186,0.0026666666666666666,0.0,0.0,0.0,0.0,0.0,1
0.0,0.5,0.02631578947368421,0.02834915611814346,0.0,0.0,0.041666666666666664,0.03421311609042922,0.0,0.0,0.13793103448275862,0.0031348571481619133,0.03235282786487037,0.6362359550561798,9.09090909090909e-05,0.0,0.0,0.0005333333333333334,0.0,0.0,1.0,0.0,0.0,1
1.0,1.0,0.07894736842105263,0.13415194092827,0.07692307692307693,0.0,0.041666666666666664,0.13829334258701398,0.5714285714285714,0.0,0.24137931034482757,0.0031348571481619133,0.06094215905828885,0.803370786516854,0.00011363636363636364,0.010730069446214128,0.0027159540162304398,0.0003333333333333333,0.0,0.0,0.0,0.0,0.0,1
1.0,0.625,0.07894736842105263,0.048814345991561175,0.0,0.06451612903225806,0.0,0.05172361186820973,0.9387755102040816,0.0,0.034482758620689655,0.0031348571481619133,0.03223974227701067,0.7584269662921348,0.00021818181818181818,0.008916112402014273,0.0022568121677867333,0.0014,0.0,0.0,0.0,0.0,0.0,1
0.3333333333333333,0.0,0.10526315789473684,0.07717637130801687,0.0,0.06451612903225806,0.041666666666666664,0.05318634918162761,0.3061224489795918,0.0,0.06896551724137931,0.0031348571481619133,0.05550124347417063,0.6151685393258428,9.09090909090909e-05,0.006251163164239177,0.001582270439826226,0.0009566666666666666,0.0,0.0,0.0,0.0,0.0,1
1.0,0.75,0.15789473684210525,0.12580168776371306,0.0,0.12903225806451613,0.0,0.067658887108284,0.2653061224489796,0.0,0.13793103448275862,0.0031348571481619133,0.03269339997963975,0.6376404494382022,0.0001818181818181818,0.03348214113342585,0.008474871121678258,0.0005333333333333334,0.0,0.0,0.0,0.0,1.0,1
0.0,0.625,0.2631578947368421,0.04969772151898734,0.3076923076923077,0.12903225806451613,0.0,0.06459132840866294,0.9795918367346939,0.0,0.0,0.0031348571481619133,0.04127959717577484,0.8061797752808988,0.00013636363636363637,0.09219983026489642,0.023337267345651915,0.0011333333333333332,0.0,0.0,1.0,0.0,0.0,1
1.0,0.875,0.07894736842105263,0.1511898734177215,0.0,0.06451612903225806,0.0,0.30373658341541876,0.38775510204081626,0.0,0.06896551724137931,0.0031348571481619133,0.19436286863279592,0.5884831460674156,0.0005454545454545455,0.0018587461070196044,0.0004704786842077487,0.004,0.0,0.0,0.0,0.0,0.0,1
0.6666666666666666,0.875,0.4473684210526315,0.4936708860759493,0.0,0.25806451612903225,0.16666666666666666,0.5019447757462487,0.5714285714285714,0.0,0.034482758620689655,0.0031348571481619133,0.06922901001511857,0.7401685393258428,0.0011363636363636363,0.567624920943443,0.143675042503361,0.008,0.0,0.0,0.0,0.0,1.0,1
0.3333333333333333,0.5,0.07894736842105263,0.058677046413502104,0.0,0.06451612903225806,0.0,0.0764435081468366,0.5510204081632653,0.0,0.06896551724137931,0.0031348571481619133,0.07898271985065364,0.75,0.00013636363636363637,0.010684508158173348,0.0027044217177808107,0.0013333333333333333,0.0,0.0,1.0,0.0,0.0,1
0.0,0.375,0.07894736842105263,0.1430432911392405,0.15384615384615385,0.0,0.041666666666666664,0.16058095991453097,0.3061224489795918,0.0,0.27586206896551724,0.0031348571481619133,0.04127959717577484,0.7415730337078652,0.0001818181818181818,0.011973352052072691,0.0030306489400254025,0.0013333333333333333,0.0,0.0,1.0,0.0,1.0,0
1.0,1.0,0.05263157894736842,0.019561181434599152,0.07692307692307693,0.0,0.041666666666666664,0.03642543796732339,0.08163265306122452,0.0,0.13793103448275862,0.0031348571481619133,0.0423957765042486,0.6980337078651686,6.818181818181818e-05,0.0003590847277790262,9.089014879792403e-05,0.0003333333333333333,0.0,0.0,0.0,0.0,0.0,1
0.6666666666666666,0.75,0.18421052631578946,0.00045569620253164446,0.0,0.16129032258064516,0.0,0.014287191075298638,0.6122448979591837,0.0,0.1724137931034483,0.0031348571481619133,0.03144817777649781,0.7387640449438202,8.181818181818182e-05,0.0027452606607622325,0.0006948698472615482,0.00039999999999999996,0.0,0.0,0.0,0.0,1.0,1
1.0,0.625,0.23684210526315788,0.05631599156118143,0.15384615384615385,0.16129032258064516,0.0,0.06494289540927271,0.8163265306122447,0.0,0.06896551724137931,0.0032043743136664165,0.31619910720191813,0.7303370786516854,0.00013636363636363637,0.011205760182368709,0.002899298015310983,0.001,0.0,0.0,1.0,0.0,1.0,1
0.3333333333333333,0.375,0.15789473684210525,0.05569620253164556,0.0,0.0967741935483871,0.041666666666666664,0.12103286012961527,0.4489795918367347,0.0,0.06896551724137931,0.0031763083772826106,0.060772340296721766,0.7598314606741574,0.00011363636363636364,0.01927165261602877,0.0049154956171402015,0.0012,0.0,0.0,0.0,0.0,0.0,1
1.0,0.75,0.2631578947368421,0.017974683544303795,0.07692307692307693,0.06451612903225806,0.20833333333333331,0.04811686232827523,0.857142857142857,0.0,0.10344827586206896,0.0031348571481619133,0.031735997385635664,0.6530898876404494,0.00027272727272727274,0.0073415451763337684,0.0018582637518749759,0.0016666666666666666,0.0,0.0,0.0,0.0,1.0,1
0.0,0.875,0.13157894736842105,0.018244725738396625,0.0,0.06451612903225806,0.08333333333333333,0.14686119433503517,0.32653061224489793,0.0,0.034482758620689655,0.0031348571481619133,0.04127959717577484,0.5547752808988764,0.00022727272727272727,0.05208118558193735,0.01318258990403955,0.0013333333333333333,0.0,0.0,1.0,0.0,0.0,1
0.6666666666666666,0.875,0.2631578947368421,0.28319835443037966,0.0,0.25806451612903225,0.0,0.25519255807344926,0.42857142857142855,0.0,0.27586206896551724,0.0031348571481619133,0.28617843161193207,0.646067415730337,0.0009090909090909091,0.33532490217837013,0.08487615288778527,0.003333333333333333,0.0,0.0,0.0,0.0,1.0,1
